Location,Period,Indicator,Dim1,Tooltip,FactValueForMeasure,FactValueString
Bahrain,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,100.8,100.8,100.8
Bahrain,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,111.9,111.9,111.9
Bahrain,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,81.11,81.11,81.11
Bangladesh,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,130.2,130.2,130.2
Bangladesh,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,149.8,149.8,149.8
Bangladesh,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,109.6,109.6,109.6
Bangladesh,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,133.1,133.1,133.1
Bangladesh,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,152.3,152.3,152.3
Bangladesh,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,112.7,112.7,112.7
Bangladesh,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,135.8,135.8,135.8
Bangladesh,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,154.6,154.6,154.6
Bangladesh,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,115.7,115.7,115.7
Bangladesh,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,137,138,137
Bangladesh,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,156.3,156.3,156.3
Bangladesh,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,118.3,118.3,118.3
Bangladesh,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,139.7,139.7,139.7
Bangladesh,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,157.6,157.6,157.6
Bangladesh,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,120.5,120.5,120.5
Bangladesh,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,141.3,141.3,141.3
Bangladesh,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,158.7,158.7,158.7
Bangladesh,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,122.6,122.6,122.6
Bangladesh,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,143.1,143.1,143.1
Bangladesh,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,159,160,159
Bangladesh,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,124.9,124.9,124.9
Bangladesh,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,144,145,144
Bangladesh,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,161.3,161.3,161.3
Bangladesh,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,127.2,127.2,127.2
Bangladesh,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,146.8,146.8,146.8
Bangladesh,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,162.6,162.6,162.6
Bangladesh,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,129.6,129.6,129.6
Bangladesh,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,150.3,150.3,150.3
Bangladesh,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,165.8,165.8,165.8
Bangladesh,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,133.4,133.4,133.4
Bangladesh,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,151.4,151.4,151.4
Bangladesh,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,165.6,165.6,165.6
Bangladesh,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,135.9,135.9,135.9
Bangladesh,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,154.5,154.5,154.5
Bangladesh,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,167.2,167.2,167.2
Bangladesh,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,140.5,140.5,140.5
Bangladesh,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,157,158,157
Bangladesh,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,169.2,169.2,169.2
Bangladesh,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,145.8,145.8,145.8
Bangladesh,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,160.9,160.9,160.9
Bangladesh,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,170.6,170.6,170.6
Bangladesh,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,150.4,150.4,150.4
Bangladesh,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,163.7,163.7,163.7
Bangladesh,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,172.3,172.3,172.3
Bangladesh,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,154.5,154.5,154.5
Bangladesh,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,167.8,167.8,167.8
Bangladesh,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,174.4,174.4,174.4
Bangladesh,2001,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,160.9,160.9,160.9
Bangladesh,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,172.8,172.8,172.8
Bangladesh,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,176.6,176.6,176.6
Bangladesh,2000,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,168.8,168.8,168.8
Barbados,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,100.4,100.4,100.4
Barbados,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,128.9,128.9,128.9
Barbados,2016,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,74.09,74.09,74.09
Barbados,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,100.9,100.9,100.9
Barbados,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,129.1,129.1,129.1
Barbados,2015,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,74.64,74.64,74.64
Barbados,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,100.9,100.9,100.9
Barbados,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,128.5,128.5,128.5
Barbados,2014,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,75.27,75.27,75.27
Barbados,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,101.4,101.4,101.4
Barbados,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,128.6,128.6,128.6
Barbados,2013,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,76.26,76.26,76.26
Barbados,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,108.4,108.4,108.4
Barbados,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,140,141,140
Barbados,2012,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,77.5,77.5,77.5
Barbados,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,105.8,105.8,105.8
Barbados,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,134.4,134.4,134.4
Barbados,2011,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,79.09,79.09,79.09
Barbados,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,107.8,107.8,107.8
Barbados,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,136.6,136.6,136.6
Barbados,2010,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,80.95,80.95,80.95
Barbados,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,109,110,109
Barbados,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,138.2,138.2,138.2
Barbados,2009,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,83.52,83.52,83.52
Barbados,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,112.1,112.1,112.1
Barbados,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,140.1,140.1,140.1
Barbados,2008,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,85.86,85.86,85.86
Barbados,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,112.5,112.5,112.5
Barbados,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,139.4,139.4,139.4
Barbados,2007,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,87.07,87.07,87.07
Barbados,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,112,113,112
Barbados,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,139.3,139.3,139.3
Barbados,2006,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,88.06,88.06,88.06
Barbados,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,113.9,113.9,113.9
Barbados,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,140.1,140.1,140.1
Barbados,2005,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,89.04,89.04,89.04
Barbados,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,115.9,115.9,115.9
Barbados,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,143,143,143
Barbados,2004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,90.3,90.3,90.3
Barbados,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,123.3,123.3,123.3
Barbados,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Male,153.2,153.2,153.2
Barbados,2003,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Female,94.96,94.96,94.96
Barbados,2002,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population),Both sexes,126.1,126.1,126.1
